bank,candidate,polarity,selected,selrank,layer,R,S,F,X,U,ratio
GSS,L11_SV40,negative,True,1142,11,1,6,48,0,1,0.857
GSS,L11_SV40,positive,False,1142,11,12,0,3,0,2,0.000
GSS,L11_SV41,negative,True,335,11,47,0,0,0,5,0.000
GSS,L11_SV41,positive,False,335,11,9,25,16,0,4,0.735
GSS,L11_SV42,negative,True,841,11,27,3,11,1,7,0.100
GSS,L11_SV42,positive,False,841,11,23,1,22,0,7,0.042
GSS,L11_SV43,negative,True,438,11,19,13,10,1,15,0.406
GSS,L11_SV43,positive,False,438,11,42,1,0,0,1,0.023
GSS,L11_SV44,negative,True,717,11,18,1,15,0,8,0.053
GSS,L11_SV44,positive,False,717,11,18,9,1,0,8,0.333
GSS,L11_SV45,negative,False,189,11,15,33,2,0,8,0.688
GSS,L11_SV45,positive,True,189,11,39,1,2,0,18,0.025
GSS,L11_SV46,negative,False,227,11,8,0,22,1,0,0.000
GSS,L11_SV46,positive,True,227,11,48,9,0,0,5,0.158
GSS,L11_SV47,negative,True,1071,11,36,0,1,0,11,0.000
GSS,L11_SV47,positive,False,1071,11,3,0,55,0,0,0.000
GSS,L11_SV48,negative,False,264,11,22,2,6,0,12,0.083
GSS,L11_SV48,positive,True,264,11,9,2,14,0,8,0.182
GSS,L11_SV49,negative,False,892,11,9,0,33,0,7,0.000
GSS,L11_SV49,positive,True,892,11,11,9,10,0,3,0.450
GSS,L11_SV50,negative,True,381,11,15,13,0,0,4,0.464
GSS,L11_SV50,positive,False,381,11,12,0,28,0,8,0.000
GSS,L11_SV51,negative,True,188,11,14,23,10,0,4,0.622
GSS,L11_SV51,positive,False,188,11,17,1,15,0,12,0.056
GSS,L11_SV52,negative,False,671,11,19,0,19,0,15,0.000
GSS,L11_SV52,positive,True,671,11,13,4,20,0,0,0.235
GSS,L11_SV53,negative,False,816,11,6,14,3,0,3,0.700
GSS,L11_SV53,positive,True,816,11,37,0,7,4,11,0.000
GSS,L11_SV54,negative,False,795,11,1,2,38,1,2,0.667
GSS,L11_SV54,positive,True,795,11,4,0,3,0,3,0.000
GSS,L11_SV55,negative,True,870,11,50,1,0,0,2,0.020
GSS,L11_SV55,positive,False,870,11,26,4,15,0,10,0.133
GSS,L11_SV56,negative,False,64,11,38,2,2,1,15,0.050
GSS,L11_SV56,positive,True,64,11,48,0,0,1,8,0.000
GSS,L11_SV57,negative,True,860,11,22,3,6,0,6,0.120
GSS,L11_SV57,positive,False,860,11,40,0,1,0,12,0.000
GSS,L11_SV58,negative,False,52,11,30,1,19,0,2,0.032
GSS,L11_SV58,positive,True,52,11,19,0,0,1,7,0.000
GSS,L11_SV59,negative,True,236,11,31,25,0,0,7,0.446
GSS,L11_SV59,positive,False,236,11,20,0,2,0,4,0.000
GSS,L11_SV60,negative,False,255,11,32,2,2,0,14,0.059
GSS,L11_SV60,positive,True,255,11,48,4,8,0,3,0.077
GSS,L11_SV61,negative,False,436,11,16,10,22,0,9,0.385
GSS,L11_SV61,positive,True,436,11,25,0,0,0,19,0.000
GSS,L11_SV62,negative,False,429,11,17,6,22,0,1,0.261
GSS,L11_SV62,positive,True,429,11,33,0,1,0,16,0.000
GSS,L11_SV63,negative,False,710,11,5,16,34,0,6,0.762
GSS,L11_SV63,positive,True,710,11,2,0,0,0,0,0.000
GSS,L11_SV64,negative,False,219,11,25,6,7,0,6,0.194
GSS,L11_SV64,positive,True,219,11,43,0,7,0,7,0.000
GSS,L12_SV01,negative,True,1449,12,0,0,64,0,0,
GSS,L12_SV01,positive,False,1449,12,49,0,0,1,10,0.000
GSS,L12_SV02,negative,False,1160,12,53,1,0,0,0,0.019
GSS,L12_SV02,positive,True,1160,12,0,0,2,0,1,
GSS,L12_SV03,negative,False,1311,12,35,3,26,0,0,0.079
GSS,L12_SV03,positive,True,1311,12,11,0,16,1,2,0.000
GSS,L12_SV04,negative,False,1423,12,47,0,0,0,17,0.000
GSS,L12_SV04,positive,True,1423,12,0,0,0,0,0,
GSS,L12_SV05,negative,True,1205,12,0,0,0,0,0,
GSS,L12_SV05,positive,False,1205,12,8,0,1,0,1,0.000
GSS,L12_SV06,negative,True,1326,12,58,0,0,0,2,0.000
GSS,L12_SV06,positive,False,1326,12,3,1,1,0,0,0.250
GSS,L12_SV07,negative,True,1002,12,22,14,1,8,6,0.389
GSS,L12_SV07,positive,False,1002,12,0,0,6,0,0,
GSS,L12_SV08,negative,True,1231,12,40,0,1,0,11,0.000
GSS,L12_SV08,positive,False,1231,12,23,14,20,0,2,0.378
GSS,L12_SV09,negative,True,1336,12,5,27,21,0,1,0.844
GSS,L12_SV09,positive,False,1336,12,38,0,19,0,5,0.000
GSS,L12_SV10,negative,True,633,12,17,3,26,2,1,0.150
GSS,L12_SV10,positive,False,633,12,57,5,1,0,1,0.081
GSS,L12_SV11,negative,False,156,12,0,23,14,0,4,1.000
GSS,L12_SV11,positive,True,156,12,56,0,0,0,0,0.000
GSS,L12_SV12,negative,True,1177,12,4,1,56,0,0,0.200
GSS,L12_SV12,positive,False,1177,12,16,11,0,0,4,0.407
GSS,L12_SV13,negative,True,372,12,18,0,16,0,1,0.000
GSS,L12_SV13,positive,False,372,12,33,0,6,0,7,0.000
GSS,L12_SV14,negative,True,1140,12,33,8,0,3,8,0.195
GSS,L12_SV14,positive,False,1140,12,11,0,48,0,0,0.000
GSS,L12_SV15,negative,False,1131,12,41,2,4,0,3,0.047
GSS,L12_SV15,positive,True,1131,12,14,0,21,0,2,0.000
GSS,L12_SV16,negative,False,763,12,58,4,0,0,2,0.065
GSS,L12_SV16,positive,True,763,12,17,1,6,0,7,0.056
GSS,L12_SV17,negative,False,1086,12,27,0,3,0,6,0.000
GSS,L12_SV17,positive,True,1086,12,20,16,24,0,1,0.444
GSS,L12_SV18,negative,False,1018,12,26,2,15,0,7,0.071
GSS,L12_SV18,positive,True,1018,12,11,3,9,0,0,0.214
GSS,L12_SV19,negative,True,1007,12,13,2,46,0,2,0.133
GSS,L12_SV19,positive,False,1007,12,22,0,0,0,1,0.000
GSS,L12_SV20,negative,False,1283,12,0,0,3,0,0,
GSS,L12_SV20,positive,True,1283,12,41,1,11,0,9,0.024
GSS,L12_SV21,negative,False,1191,12,16,0,12,3,2,0.000
GSS,L12_SV21,positive,True,1191,12,34,21,0,0,3,0.382
GSS,L12_SV22,negative,False,935,12,23,17,5,0,4,0.425
GSS,L12_SV22,positive,True,935,12,30,0,28,0,2,0.000
GSS,L12_SV23,negative,False,1137,12,5,2,1,0,0,0.286
GSS,L12_SV23,positive,True,1137,12,37,0,3,0,2,0.000
GSS,L12_SV24,negative,False,123,12,59,0,0,0,1,0.000
GSS,L12_SV24,positive,True,123,12,30,21,10,0,1,0.412
GSS,L12_SV25,negative,True,962,12,39,1,7,0,0,0.025
GSS,L12_SV25,positive,False,962,12,10,1,37,0,6,0.091
GSS,L12_SV26,negative,True,974,12,41,2,0,9,4,0.047
GSS,L12_SV26,positive,False,974,12,2,19,14,0,2,0.905
GSS,L12_SV27,negative,False,544,12,13,0,1,0,6,0.000
GSS,L12_SV27,positive,True,544,12,6,7,51,0,0,0.538
GSS,L12_SV28,negative,True,516,12,10,7,28,0,4,0.412
GSS,L12_SV28,positive,False,516,12,42,1,0,0,11,0.023
GSS,L12_SV29,negative,False,879,12,45,0,2,0,8,0.000
GSS,L12_SV29,positive,True,879,12,32,5,2,0,4,0.135
GSS,L12_SV30,negative,True,806,12,37,0,0,0,9,0.000
GSS,L12_SV30,positive,False,806,12,41,0,11,0,3,0.000
GSS,L12_SV31,negative,False,1136,12,23,6,25,0,5,0.207
GSS,L12_SV31,positive,True,1136,12,16,0,1,0,17,0.000
GSS,L12_SV32,negative,True,1111,12,0,0,57,0,1,
GSS,L12_SV32,positive,False,1111,12,13,10,1,0,7,0.435
GSS,L12_SV33,negative,True,1186,12,46,1,5,0,3,0.021
GSS,L12_SV33,positive,False,1186,12,0,0,10,0,2,
GSS,L12_SV34,negative,False,270,12,11,1,45,0,2,0.083
GSS,L12_SV34,positive,True,270,12,29,1,2,0,8,0.033
GSS,L12_SV35,negative,True,352,12,53,0,3,0,4,0.000
GSS,L12_SV35,positive,False,352,12,30,1,3,0,3,0.032
GSS,L12_SV36,negative,False,330,12,20,0,32,0,1,0.000
GSS,L12_SV36,positive,True,330,12,24,6,2,1,4,0.200
GSS,L12_SV37,negative,False,1013,12,49,0,9,0,3,0.000
GSS,L12_SV37,positive,True,1013,12,24,7,1,0,3,0.226
GSS,L12_SV38,negative,False,983,12,7,0,39,1,5,0.000
GSS,L12_SV38,positive,True,983,12,16,0,0,0,8,0.000
GSS,L12_SV39,negative,False,942,12,28,9,1,0,6,0.243
GSS,L12_SV39,positive,True,942,12,32,0,23,0,9,0.000
GSS,L12_SV40,negative,True,833,12,3,28,13,0,0,0.903
GSS,L12_SV40,positive,False,833,12,11,0,4,1,4,0.000
GSS,L12_SV41,negative,False,788,12,21,4,12,0,4,0.160
GSS,L12_SV41,positive,True,788,12,43,0,5,0,7,0.000
GSS,L12_SV42,negative,True,510,12,25,2,4,0,8,0.074
GSS,L12_SV42,positive,False,510,12,23,0,12,0,7,0.000
GSS,L12_SV43,negative,False,793,12,18,10,10,0,18,0.357
GSS,L12_SV43,positive,True,793,12,33,4,0,0,3,0.108
GSS,L12_SV44,negative,True,524,12,20,0,9,0,10,0.000
GSS,L12_SV44,positive,False,524,12,22,12,1,0,8,0.353
GSS,L12_SV45,negative,False,164,12,33,11,3,0,9,0.250
GSS,L12_SV45,positive,True,164,12,38,3,9,2,2,0.073
GSS,L12_SV46,negative,True,361,12,6,0,31,1,0,0.000
GSS,L12_SV46,positive,False,361,12,49,8,0,0,5,0.140
GSS,L12_SV47,negative,False,613,12,19,4,16,0,5,0.174
GSS,L12_SV47,positive,True,613,12,13,0,4,0,5,0.000
GSS,L12_SV48,negative,True,594,12,33,1,0,0,7,0.029
GSS,L12_SV48,positive,False,594,12,6,1,45,0,0,0.143
GSS,L12_SV49,negative,False,348,12,14,0,3,0,16,0.000
GSS,L12_SV49,positive,True,348,12,14,2,3,0,3,0.125
GSS,L12_SV50,negative,True,296,12,12,22,0,0,0,0.647
GSS,L12_SV50,positive,False,296,12,22,0,16,1,13,0.000
GSS,L12_SV51,negative,True,162,12,10,31,11,1,5,0.756
GSS,L12_SV51,positive,False,162,12,17,1,27,0,4,0.056
GSS,L12_SV52,negative,True,69,12,7,1,42,0,0,0.125
GSS,L12_SV52,positive,False,69,12,5,3,36,1,9,0.375
GSS,L12_SV53,negative,False,466,12,27,1,6,0,11,0.036
GSS,L12_SV53,positive,True,466,12,33,0,5,0,11,0.000
GSS,L12_SV54,negative,False,949,12,19,1,18,0,6,0.050
GSS,L12_SV54,positive,True,949,12,10,1,21,0,5,0.091
GSS,L12_SV55,negative,False,560,12,35,6,3,2,5,0.146
GSS,L12_SV55,positive,True,560,12,51,0,2,0,8,0.000
GSS,L12_SV56,negative,False,889,12,14,11,26,1,4,0.440
GSS,L12_SV56,positive,True,889,12,34,0,1,2,3,0.000
GSS,L12_SV57,negative,False,67,12,44,1,6,0,3,0.022
GSS,L12_SV57,positive,True,67,12,21,1,0,0,26,0.045
GSS,L12_SV58,negative,True,764,12,20,10,0,0,8,0.333
GSS,L12_SV58,positive,False,764,12,18,0,16,0,7,0.000
GSS,L12_SV59,negative,True,281,12,16,0,0,0,8,0.000
GSS,L12_SV59,positive,False,281,12,30,6,5,0,6,0.167
GSS,L12_SV60,negative,False,198,12,45,0,1,0,7,0.000
GSS,L12_SV60,positive,True,198,12,44,0,15,0,2,0.000
GSS,L12_SV61,negative,False,455,12,6,7,30,0,2,0.538
GSS,L12_SV61,positive,True,455,12,29,0,0,0,16,0.000
GSS,L12_SV62,negative,False,703,12,6,4,23,1,5,0.400
GSS,L12_SV62,positive,True,703,12,23,0,1,0,16,0.000
GSS,L12_SV63,negative,False,718,12,9,20,25,0,7,0.690
GSS,L12_SV63,positive,True,718,12,2,0,0,0,5,0.000
GSS,L12_SV64,negative,True,309,12,27,0,2,0,6,0.000
GSS,L12_SV64,positive,False,309,12,39,4,9,0,3,0.093
GSS,L13_SV01,negative,True,1451,13,0,0,64,0,0,
GSS,L13_SV01,positive,False,1451,13,49,0,0,1,9,0.000
GSS,L13_SV02,negative,False,1196,13,50,1,0,0,0,0.020
GSS,L13_SV02,positive,True,1196,13,1,0,3,0,0,0.000
GSS,L13_SV03,negative,False,1215,13,31,3,29,0,0,0.088
GSS,L13_SV03,positive,True,1215,13,6,0,18,2,1,0.000
GSS,L13_SV04,negative,False,1401,13,41,1,0,0,22,0.024
GSS,L13_SV04,positive,True,1401,13,0,0,0,0,0,
GSS,L13_SV05,negative,False,1208,13,0,0,0,0,0,
GSS,L13_SV05,positive,True,1208,13,6,0,3,1,2,0.000
GSS,L13_SV06,negative,True,1286,13,53,0,1,0,5,0.000
GSS,L13_SV06,positive,False,1286,13,4,1,2,0,0,0.200
GSS,L13_SV07,negative,True,956,13,29,13,1,7,6,0.310
GSS,L13_SV07,positive,False,956,13,1,1,4,0,0,0.500
GSS,L13_SV08,negative,True,592,13,27,0,8,0,11,0.000
GSS,L13_SV08,positive,False,592,13,28,12,13,0,6,0.300
GSS,L13_SV09,negative,True,1330,13,5,25,23,0,0,0.833
GSS,L13_SV09,positive,False,1330,13,43,0,15,0,5,0.000
GSS,L13_SV10,negative,True,675,13,16,3,26,1,1,0.158
GSS,L13_SV10,positive,False,675,13,44,12,7,0,1,0.214
GSS,L13_SV11,negative,False,172,13,1,20,13,0,5,0.952
GSS,L13_SV11,positive,True,172,13,53,0,0,0,2,0.000
GSS,L13_SV12,negative,False,1180,13,6,1,53,0,1,0.143
GSS,L13_SV12,positive,True,1180,13,14,10,0,0,4,0.417
GSS,L13_SV13,negative,True,539,13,22,0,23,0,1,0.000
GSS,L13_SV13,positive,False,539,13,23,0,14,0,4,0.000
GSS,L13_SV14,negative,True,1188,13,31,7,0,2,9,0.184
GSS,L13_SV14,positive,False,1188,13,8,0,48,0,1,0.000
GSS,L13_SV15,negative,True,609,13,43,0,3,0,1,0.000
GSS,L13_SV15,positive,False,609,13,13,1,20,0,2,0.071
GSS,L13_SV16,negative,True,740,13,57,3,0,0,2,0.050
GSS,L13_SV16,positive,False,740,13,18,1,5,0,5,0.053
GSS,L13_SV17,negative,False,1144,13,27,0,4,1,7,0.000
GSS,L13_SV17,positive,True,1144,13,21,13,29,0,0,0.382
GSS,L13_SV18,negative,False,1042,13,28,2,17,0,4,0.067
GSS,L13_SV18,positive,True,1042,13,16,5,10,1,2,0.238
GSS,L13_SV19,negative,False,887,13,16,0,1,0,1,0.000
GSS,L13_SV19,positive,True,887,13,15,1,42,0,3,0.062
GSS,L13_SV20,negative,True,1109,13,0,0,6,0,0,
GSS,L13_SV20,positive,False,1109,13,38,1,14,0,8,0.026
GSS,L13_SV21,negative,False,1228,13,8,0,12,0,0,0.000
GSS,L13_SV21,positive,True,1228,13,29,20,4,0,3,0.408
GSS,L13_SV22,negative,False,877,13,26,7,2,0,10,0.212
GSS,L13_SV22,positive,True,877,13,31,0,26,0,2,0.000
GSS,L13_SV23,negative,True,1100,13,30,0,1,0,1,0.000
GSS,L13_SV23,positive,False,1100,13,0,1,1,0,0,1.000
GSS,L13_SV24,negative,False,229,13,60,0,0,0,1,0.000
GSS,L13_SV24,positive,True,229,13,29,19,11,0,1,0.396
GSS,L13_SV25,negative,False,922,13,5,0,11,0,0,0.000
GSS,L13_SV25,positive,True,922,13,35,1,1,2,10,0.028
GSS,L13_SV26,negative,True,686,13,49,4,8,0,1,0.075
GSS,L13_SV26,positive,False,686,13,12,7,35,0,2,0.368
GSS,L13_SV27,negative,False,1015,13,13,1,3,0,4,0.071
GSS,L13_SV27,positive,True,1015,13,5,13,46,0,0,0.722
GSS,L13_SV28,negative,True,529,13,12,6,24,0,3,0.333
GSS,L13_SV28,positive,False,529,13,46,1,0,0,6,0.021
GSS,L13_SV29,negative,False,927,13,46,0,1,0,7,0.000
GSS,L13_SV29,positive,True,927,13,29,11,0,0,4,0.275
GSS,L13_SV30,negative,False,289,13,29,0,19,0,2,0.000
GSS,L13_SV30,positive,True,289,13,42,0,0,0,10,0.000
GSS,L13_SV31,negative,True,920,13,32,11,12,0,4,0.256
GSS,L13_SV31,positive,False,920,13,15,1,4,0,13,0.062
GSS,L13_SV32,negative,False,1075,13,26,2,3,1,8,0.071
GSS,L13_SV32,positive,True,1075,13,0,0,47,0,0,
GSS,L13_SV33,negative,False,1019,13,25,0,37,0,2,0.000
GSS,L13_SV33,positive,True,1019,13,22,8,0,0,13,0.267
GSS,L13_SV34,negative,False,767,13,37,1,8,0,7,0.026
GSS,L13_SV34,positive,True,767,13,13,10,34,0,1,0.435
GSS,L13_SV35,negative,True,346,13,50,0,4,0,7,0.000
GSS,L13_SV35,positive,False,346,13,33,1,5,0,3,0.029
GSS,L13_SV36,negative,False,966,13,10,0,41,0,4,0.000
GSS,L13_SV36,positive,True,966,13,31,3,6,0,3,0.088
GSS,L13_SV37,negative,False,1123,13,47,0,0,0,8,0.000
GSS,L13_SV37,positive,True,1123,13,22,10,1,0,2,0.312
GSS,L13_SV38,negative,True,830,13,13,0,0,0,7,0.000
GSS,L13_SV38,positive,False,830,13,15,0,45,0,1,0.000
GSS,L13_SV39,negative,False,853,13,30,11,2,0,2,0.268
GSS,L13_SV39,positive,True,853,13,32,0,15,0,14,0.000
GSS,L13_SV40,negative,True,852,13,2,38,6,0,0,0.950
GSS,L13_SV40,positive,False,852,13,27,0,0,0,7,0.000
GSS,L13_SV41,negative,True,1135,13,10,0,5,0,8,0.000
GSS,L13_SV41,positive,False,1135,13,24,2,26,0,0,0.077
GSS,L13_SV42,negative,True,871,13,20,2,0,0,10,0.091
GSS,L13_SV42,positive,False,871,13,12,2,27,0,7,0.143
GSS,L13_SV43,negative,False,748,13,19,13,6,0,19,0.406
GSS,L13_SV43,positive,True,748,13,27,3,0,0,2,0.100
GSS,L13_SV44,negative,False,523,13,10,30,1,0,9,0.750
GSS,L13_SV44,positive,True,523,13,40,0,1,0,6,0.000
GSS,L13_SV45,negative,True,537,13,30,0,9,0,7,0.000
GSS,L13_SV45,positive,False,537,13,18,25,3,2,8,0.581
GSS,L13_SV46,negative,False,564,13,6,0,20,1,1,0.000
GSS,L13_SV46,positive,True,564,13,49,8,1,0,5,0.140
GSS,L13_SV47,negative,True,1345,13,19,0,1,0,6,0.000
GSS,L13_SV47,positive,False,1345,13,13,5,23,0,0,0.278
GSS,L13_SV48,negative,False,193,13,5,2,33,0,2,0.286
GSS,L13_SV48,positive,True,193,13,22,0,0,0,13,0.000
GSS,L13_SV49,negative,True,398,13,11,21,5,0,7,0.656
GSS,L13_SV49,positive,False,398,13,30,0,11,0,18,0.000
GSS,L13_SV50,negative,False,339,13,13,1,20,1,8,0.071
GSS,L13_SV50,positive,True,339,13,25,6,0,0,6,0.194
GSS,L13_SV51,negative,True,585,13,13,24,11,0,6,0.649
GSS,L13_SV51,positive,False,585,13,12,0,27,0,3,0.000
GSS,L13_SV52,negative,False,712,13,12,2,8,0,10,0.143
GSS,L13_SV52,positive,True,712,13,32,2,6,1,7,0.059
GSS,L13_SV53,negative,True,914,13,7,2,23,0,1,0.222
GSS,L13_SV53,positive,False,914,13,26,0,0,0,13,0.000
GSS,L13_SV54,negative,True,312,13,28,5,25,0,1,0.152
GSS,L13_SV54,positive,False,312,13,21,0,10,1,13,0.000
GSS,L13_SV55,negative,False,366,13,22,3,5,2,5,0.120
GSS,L13_SV55,positive,True,366,13,28,0,21,1,5,0.000
GSS,L13_SV56,negative,True,187,13,36,0,2,3,7,0.000
GSS,L13_SV56,positive,False,187,13,13,0,8,0,10,0.000
GSS,L13_SV57,negative,True,835,13,27,5,6,0,9,0.156
GSS,L13_SV57,positive,False,835,13,39,0,0,1,14,0.000
GSS,L13_SV58,negative,True,390,13,29,21,1,0,8,0.420
GSS,L13_SV58,positive,False,390,13,18,0,3,2,3,0.000
GSS,L13_SV59,negative,False,1039,13,21,0,0,0,16,0.000
GSS,L13_SV59,positive,True,1039,13,31,9,17,0,1,0.225
GSS,L13_SV60,negative,True,161,13,20,21,8,0,11,0.512
GSS,L13_SV60,positive,False,161,13,32,0,0,0,21,0.000
GSS,L13_SV61,negative,False,445,13,12,8,16,0,2,0.400
GSS,L13_SV61,positive,True,445,13,43,0,1,0,9,0.000
GSS,L13_SV62,negative,True,1072,13,4,7,22,0,4,0.636
GSS,L13_SV62,positive,False,1072,13,21,0,8,0,11,0.000
GSS,L13_SV63,negative,False,59,13,32,10,15,0,4,0.238
GSS,L13_SV63,positive,True,59,13,1,0,0,0,0,0.000
GSS,L13_SV64,negative,False,248,13,32,0,2,0,14,0.000
GSS,L13_SV64,positive,True,248,13,38,6,9,0,2,0.136
GSS,L14_SV01,negative,True,1441,14,0,0,64,0,0,
GSS,L14_SV01,positive,False,1441,14,46,0,0,3,10,0.000
GSS,L14_SV02,negative,False,1334,14,46,0,0,0,0,0.000
GSS,L14_SV02,positive,True,1334,14,1,0,4,0,0,0.000
GSS,L14_SV03,negative,False,932,14,18,7,37,0,0,0.280
GSS,L14_SV03,positive,True,932,14,19,0,18,0,6,0.000
GSS,L14_SV04,negative,False,1443,14,49,0,0,0,15,0.000
GSS,L14_SV04,positive,True,1443,14,0,0,0,0,0,
GSS,L14_SV05,negative,True,1078,14,3,1,3,0,1,0.250
GSS,L14_SV05,positive,False,1078,14,0,0,0,0,0,
GSS,L14_SV06,negative,True,1089,14,44,0,0,0,6,0.000
GSS,L14_SV06,positive,False,1089,14,20,18,4,0,0,0.474
GSS,L14_SV07,negative,True,1198,14,41,3,0,10,4,0.068
GSS,L14_SV07,positive,False,1198,14,0,0,1,0,0,
GSS,L14_SV08,negative,False,197,14,19,8,17,0,8,0.296
GSS,L14_SV08,positive,True,197,14,13,0,20,0,9,0.000
GSS,L14_SV09,negative,True,1295,14,7,24,18,0,2,0.774
GSS,L14_SV09,positive,False,1295,14,35,0,26,0,2,0.000
GSS,L14_SV10,negative,False,274,14,35,1,10,0,6,0.028
GSS,L14_SV10,positive,True,274,14,45,12,2,0,4,0.211
GSS,L14_SV11,negative,False,223,14,0,17,9,0,4,1.000
GSS,L14_SV11,positive,True,223,14,51,0,0,0,3,0.000
GSS,L14_SV12,negative,True,1020,14,0,1,60,0,0,1.000
GSS,L14_SV12,positive,False,1020,14,17,16,1,0,7,0.485
GSS,L14_SV13,negative,True,344,14,11,1,16,0,1,0.083
GSS,L14_SV13,positive,False,344,14,19,0,11,0,2,0.000
GSS,L14_SV14,negative,True,1237,14,24,5,0,2,11,0.172
GSS,L14_SV14,positive,False,1237,14,10,0,44,0,2,0.000
GSS,L14_SV15,negative,True,615,14,38,1,1,0,5,0.026
GSS,L14_SV15,positive,False,615,14,19,0,18,0,3,0.000
GSS,L14_SV16,negative,True,535,14,60,3,0,0,0,0.048
GSS,L14_SV16,positive,False,535,14,13,1,0,2,8,0.071
GSS,L14_SV17,negative,False,1041,14,39,0,1,0,6,0.000
GSS,L14_SV17,positive,True,1041,14,15,15,26,0,1,0.500
GSS,L14_SV18,negative,False,1164,14,19,1,20,0,1,0.050
GSS,L14_SV18,positive,True,1164,14,25,9,15,0,0,0.265
GSS,L14_SV19,negative,False,1266,14,3,0,0,0,2,0.000
GSS,L14_SV19,positive,True,1266,14,19,5,29,0,11,0.208
GSS,L14_SV20,negative,True,1203,14,1,0,7,0,1,0.000
GSS,L14_SV20,positive,False,1203,14,38,4,7,0,13,0.095
GSS,L14_SV21,negative,True,1150,14,31,18,0,0,5,0.367
GSS,L14_SV21,positive,False,1150,14,8,0,7,2,2,0.000
GSS,L14_SV22,negative,False,960,14,26,9,3,0,8,0.257
GSS,L14_SV22,positive,True,960,14,29,0,27,0,2,0.000
GSS,L14_SV23,negative,False,1134,14,8,3,19,0,3,0.273
GSS,L14_SV23,positive,True,1134,14,25,2,6,0,8,0.074
GSS,L14_SV24,negative,True,285,14,13,23,16,0,4,0.639
GSS,L14_SV24,positive,False,285,14,41,0,15,0,0,0.000
GSS,L14_SV25,negative,True,779,14,51,5,4,0,3,0.089
GSS,L14_SV25,positive,False,779,14,3,16,42,0,0,0.842
GSS,L14_SV26,negative,False,1021,14,0,0,6,0,0,
GSS,L14_SV26,positive,True,1021,14,31,4,1,2,11,0.114
GSS,L14_SV27,negative,False,518,14,16,1,2,0,4,0.059
GSS,L14_SV27,positive,True,518,14,0,4,60,0,0,1.000
GSS,L14_SV28,negative,False,177,14,32,6,1,0,2,0.158
GSS,L14_SV28,positive,True,177,14,21,9,10,0,2,0.300
GSS,L14_SV29,negative,False,812,14,41,0,0,2,8,0.000
GSS,L14_SV29,positive,True,812,14,30,11,2,0,3,0.268
GSS,L14_SV30,negative,True,356,14,37,0,1,0,8,0.000
GSS,L14_SV30,positive,False,356,14,22,2,37,0,2,0.083
GSS,L14_SV31,negative,False,590,14,18,0,12,0,10,0.000
GSS,L14_SV31,positive,True,590,14,39,5,9,0,5,0.114
GSS,L14_SV32,negative,False,1316,14,35,2,5,0,10,0.054
GSS,L14_SV32,positive,True,1316,14,0,0,54,0,0,
GSS,L14_SV33,negative,False,1088,14,1,0,58,0,0,0.000
GSS,L14_SV33,positive,True,1088,14,14,8,2,0,11,0.364
GSS,L14_SV34,negative,False,467,14,44,1,7,0,6,0.022
GSS,L14_SV34,positive,True,467,14,13,24,19,0,1,0.649
GSS,L14_SV35,negative,True,342,14,46,1,3,0,8,0.021
GSS,L14_SV35,positive,False,342,14,37,1,6,0,3,0.026
GSS,L14_SV36,negative,True,1242,14,24,0,5,0,4,0.000
GSS,L14_SV36,positive,False,1242,14,32,0,22,0,5,0.000
GSS,L14_SV37,negative,False,861,14,34,2,19,0,1,0.056
GSS,L14_SV37,positive,True,861,14,30,1,1,0,10,0.032
GSS,L14_SV38,negative,False,1306,14,9,1,31,0,0,0.100
GSS,L14_SV38,positive,True,1306,14,14,1,1,0,11,0.067
GSS,L14_SV39,negative,False,904,14,21,7,8,0,9,0.250
GSS,L14_SV39,positive,True,904,14,38,0,2,0,16,0.000
GSS,L14_SV40,negative,False,646,14,10,6,24,1,4,0.375
GSS,L14_SV40,positive,True,646,14,38,0,2,0,11,0.000
GSS,L14_SV41,negative,True,1113,14,6,22,17,0,1,0.786
GSS,L14_SV41,positive,False,1113,14,7,0,7,2,5,0.000
GSS,L14_SV42,negative,True,923,14,22,3,4,0,10,0.120
GSS,L14_SV42,positive,False,923,14,24,0,22,0,12,0.000
GSS,L14_SV43,negative,False,508,14,29,3,12,0,14,0.094
GSS,L14_SV43,positive,True,508,14,33,4,0,0,1,0.108
GSS,L14_SV44,negative,False,293,14,15,1,2,1,7,0.062
GSS,L14_SV44,positive,True,293,14,48,0,1,0,12,0.000
GSS,L14_SV45,negative,True,472,14,16,0,1,3,10,0.000
GSS,L14_SV45,positive,False,472,14,29,22,0,0,5,0.431
GSS,L14_SV46,negative,False,1117,14,39,8,4,0,9,0.170
GSS,L14_SV46,positive,True,1117,14,12,3,16,0,0,0.200
GSS,L14_SV47,negative,False,1304,14,16,16,26,0,1,0.500
GSS,L14_SV47,positive,True,1304,14,21,1,3,1,3,0.045
GSS,L14_SV48,negative,False,241,14,6,2,45,1,1,0.250
GSS,L14_SV48,positive,True,241,14,24,0,0,0,10,0.000
GSS,L14_SV49,negative,False,567,14,17,29,4,0,7,0.630
GSS,L14_SV49,positive,True,567,14,28,0,11,0,19,0.000
GSS,L14_SV50,negative,False,520,14,25,0,0,0,22,0.000
GSS,L14_SV50,positive,True,520,14,14,5,16,0,7,0.263
GSS,L14_SV51,negative,True,143,14,32,20,3,0,5,0.385
GSS,L14_SV51,positive,False,143,14,13,1,17,0,8,0.071
