candidate,sign,rank,z,raw,pid,position,kept_position,token,context,trace_z
L11/SV03,positive,2,4.434609911061595,58.04878616333008,fineweb_discovery_0312,7,6, Rose, -- Offensive Coordinator Brian White represented⟦ Rose⟧-Hulman Football at two Lauren's First and Goal Football Camps last week. Just 12 years after the idea of, --{+1.80}  Offensive{+1.68}  Coordinator{+0.96}  Brian{+1.75}  White{+1.97}  represented{+0.90} ⟦ Rose{+4.43}⟧ -H{+3.69} ul{+3.80} man{+2.01}  Football{+1.63}  at{+1.87}  two{+1.84}  Lauren{+2.21} 's{+0.00}  First{+1.31}  and{+0.84}  Goal{+1.67}  Football{+1.15}
L11/SV03,positive,3,4.431861133115999,57.99165344238281,fineweb_discovery_0173,147,146,ate," to be potted on the potter’s wheel. With the Roman conquest of the area around 150 AD, Nab⟦ate⟧an pottery production started losing its thinness and polychrome decoration, becoming more crude and simple.\nNabatean"," the{+0.44}  Roman{+2.16}  conquest{+0.44}  of{-0.48}  the{+2.45}  area{-0.16}  around{+0.23}  {+1.38} 150{+1.60}  AD{+1.57} ,{-0.12}  Nab{+3.17} ⟦ate{+4.43}⟧ an{+0.56}  pottery{+0.76}  production{-0.45}  started{-1.07}  losing{-0.92}  its{+0.83}  thin{+1.20} ness{-0.19}  and{-0.50}  pol{+3.04} ych{+2.83} rome{+0.59}"
L11/SV03,positive,4,4.380196881655126,56.917823791503906,fineweb_discovery_0079,5,4,af," University of Louisiana-L⟦af⟧ayette.\nAlso coming away with first-place finishes were Sabastian Wee and Anna Yang. Wee, 2012-13", University{+0.22}  of{+0.30}  Louisiana{+1.91} -L{+3.15} ⟦af{+4.38}⟧ ayette{+0.75} .\n{+0.86} Also{-0.15}  coming{-1.18}  away{-1.11}  with{-1.56}  first{-0.53} -place{+0.22}  finishes{-0.51}  were{-0.92}  Sab{+2.84} astian{-0.70}
L11/SV03,positive,5,4.354141762988595,56.37627410888672,fineweb_discovery_0334,9,8, Gen," address being listed at 1428 North⟦ Gen⟧esee Avenue, everyone knows the house is actually on Elm Street:\nHighlights include an open, retro-modern kitchen, beautiful"," address{+1.37}  being{-1.43}  listed{-0.94}  at{+0.65}  {+1.91} 142{+1.74} 8{+1.25}  North{+2.41} ⟦ Gen{+4.35}⟧ ese{+3.16} e{+2.43}  Avenue{+0.52} ,{-0.65}  everyone{-1.11}  knows{-1.33}  the{-0.57}  house{-0.18}  is{-1.58}  actually{-1.63}  on{+0.40}  Elm{+1.92}"
L11/SV03,positive,6,4.277154323584771,54.77610778808594,fineweb_discovery_0228,1,0,ck,"⟦ck⟧ Rolled Rubber, Rubber Weight Room Flooring\nTop Features for Rolled Rubber 3/8 Inch 17% Color","⟦ck{+4.28}⟧  Rol{+2.25} led{+1.37}  Rubber{+1.80} ,{-0.32}  Rubber{+1.05}  Weight{+0.85}  Room{+1.11}  Flooring{-0.20} \n{+0.72} Top{+1.26}  Features{-0.54}  for{-0.80}"
L11/SV03,positive,7,4.093422276304846,50.957279205322266,fineweb_discovery_0026,2,1,un,"Pet⟦un⟧ias are among the most popular of garden flowers. They’re easy to care for, inexpensive, and fill the garden with",Pet{+2.63} ⟦un{+4.09}⟧ ias{+1.76}  are{+0.13}  among{-0.62}  the{+0.59}  most{-0.39}  popular{-1.92}  of{-0.95}  garden{+1.15}  flowers{+0.24} .{-0.05}  They{+0.81} ’re{-1.34}
L11/SV03,positive,8,4.070306626662597,50.47682571411133,fineweb_discovery_0357,1,0,d,"⟦d⟧rew himself from the company of men”.\nThe Sistine Chapel, which took approximately four years to complete (1508–",⟦d{+4.07}⟧ rew{+1.66}  himself{+1.21}  from{+1.42}  the{+1.30}  company{+0.12}  of{+0.14}  men{+1.28} ”.\n{+1.73} The{+0.79}  Sist{+2.60} ine{+1.29}  Chapel{+0.56}
L11/SV03,positive,9,4.046101890532455,49.97373580932617,fineweb_discovery_0322,7,6, R," serial was released, but George⟦ R⟧. R. Martin’s income has grown significantly since 2011. The author has not finished the saga of the books"," serial{+2.08}  was{+0.49}  released{+0.04} ,{+0.08}  but{-0.25}  George{+1.93} ⟦ R{+4.05}⟧ .{+1.38}  R{+1.97} .{+0.92}  Martin{+1.98} ’s{+0.26}  income{+0.43}  has{+0.56}  grown{+0.13}  significantly{-1.21}  since{+0.31}  {+1.98} 201{+2.75}"
L11/SV03,positive,10,4.035840361273175,49.76045227050781,fineweb_discovery_0003,248,247, rect," than previously reported.\n""The technique is more precise in distinguishing between benign tumors and invasive cancers, and between tumors localized to the⟦ rect⟧al wall and tumors with transmural invasion"," benign{+1.20}  tumors{+0.62}  and{-0.32}  invasive{+0.97}  cancers{+0.10} ,{-0.32}  and{-0.01}  between{-1.05}  tumors{+0.51}  localized{-0.17}  to{-0.11}  the{+2.04} ⟦ rect{+4.04}⟧ al{+1.48}  wall{+1.28}  and{-0.32}  tumors{-0.52}  with{+0.44}  transm{+3.17} ural{+1.92}  invasion{-0.29}"
L11/SV03,positive,11,4.019576192534115,49.42240524291992,fineweb_discovery_0378,172,171, Storm,"The Commission will publish its final report and recommendations to the Executive in April 2015.Sinn Féin health spokesperson for⟦ Storm⟧ont, Maeve McLaughlin, has welcomed the inquiry and has requested an immediate briefing.""We have been saying for"," in{-0.26}  April{+0.52}  {+2.29} 201{+2.84} 5{+1.22} .S{+3.22} inn{+3.06}  Fé{+3.38} in{+1.65}  health{+2.12}  spokesperson{+1.01}  for{+1.05} ⟦ Storm{+4.02}⟧ ont{+2.99} ,{+0.77}  Mae{+3.08} ve{+1.87}  Mc{+3.62} Laugh{+2.57} lin{+1.07} ,{+0.60}  has{+0.83}  welcomed{-0.21}  the{+1.19}  inquiry{-0.32}"
L11/SV03,positive,12,4.0082509043796835,49.18701171875,fineweb_discovery_0096,8,7, dol,"itia animi, id est laborum et⟦ dol⟧orum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis","itia{+1.58}  animi{+2.06} ,{+0.73}  id{+2.68}  est{+1.76}  laborum{+1.44}  et{+2.59} ⟦ dol{+4.01}⟧ orum{+1.17}  fuga{+1.24} .{+0.68}  Et{+1.45}  harum{+2.40}  quidem{+1.38}  rerum{+1.74}  facil{+2.09} is{+0.94}  est{+1.22}  et{+1.67}  exped{+2.71}"
L11/SV03,positive,13,4.002063630419482,49.05841064453125,fineweb_discovery_0331,1,0,PO,⟦PO⟧) in Doncaster town centre. It starts on 7 November 2020 and lasts for another three years.\nThe,⟦PO{+4.00}⟧ ){+1.06}  in{+0.71}  Don{+3.39} caster{+1.22}  town{+1.07}  centre{+1.27} .{+0.72}  It{+1.20}  starts{+0.66}  on{+1.08}  {+2.33} 7{+1.50}
L11/SV03,positive,14,3.9925044830255816,48.85972595214844,fineweb_discovery_0233,39,38, Kn," Geostationary Interferometric IR Sounder (GIIRS).\nHank Revercomb, Dave Tobin, Bob⟦ Kn⟧uteson, Jon Gero, Joe Taylor, Bill Smith, Michelle Feltz, Lei DING, Xuan Feng","IRS{+1.15} ).\n{+1.92} H{+3.36} ank{+3.03}  Rever{+2.43} comb{+1.33} ,{+1.40}  Dave{+2.00}  Tob{+3.77} in{+0.97} ,{+1.32}  Bob{+2.68} ⟦ Kn{+3.99}⟧ utes{+3.53} on{+1.51} ,{+1.55}  Jon{+3.01}  G{+3.37} ero{+1.66} ,{+1.17}  Joe{+1.95}  Taylor{+1.31} ,{+1.44}  Bill{+1.66}  Smith{+1.94}"
L11/SV03,positive,15,3.93737585735752,47.713890075683594,fineweb_discovery_0234,137,136,oz," San Jose Mercury News reports it was one of only about 200 first-generation desktop computers assembled by Steve Jobs, Steve W⟦oz⟧niak and Ron Wayne in 1976.\n""We really couldn't believe our eyes. We thought it was fake,"" G","200{+0.58}  first{+0.35} -generation{+0.31}  desktop{+0.52}  computers{-0.55}  assembled{-0.28}  by{-1.11}  Steve{+1.85}  Jobs{+1.52} ,{-0.29}  Steve{+0.27}  W{+1.25} ⟦oz{+3.94}⟧ ni{+2.53} ak{+1.59}  and{+0.07}  Ron{+1.84}  Wayne{+1.62}  in{-0.27}  {+1.48} 197{+1.85} 6{+0.14} .\n{+0.68} ""We{+0.37}  really{-0.97}"
L11/SV03,positive,16,3.9269291430179765,47.49675750732422,fineweb_discovery_0150,8,7, S,"., 228 2d st⟦ S⟧, Min\nneapolis. One"" block from Milwaukee\nAccording to M. Champlonnlere, In a paper\n",".,{+1.68}  {+2.03} 228{+1.95}  {+1.39} 2{+2.10} d{+2.75}  st{+2.68} ⟦ S{+3.93}⟧ ,{+0.71}  Min{+2.99} \n{+2.06} neapolis{+0.24} .{-0.20}  One{-0.13} ""{-0.03}  block{+1.51}  from{-0.10}  Milwaukee{+0.63} \n{+0.50} According{-0.13}"
L11/SV03,positive,17,3.923464034677664,47.42473602294922,fineweb_discovery_0112,173,172, rad,",Delitto A,Allison S. Reliability and diagnostic accuracy of the clinical examination and patient self-report measures for cervical⟦ rad⟧iculopathySpine 2003;28:52–62. [pmid: 12544957] [", accuracy{-0.49}  of{-0.70}  the{+0.93}  clinical{+0.40}  examination{-0.95}  and{+0.04}  patient{+0.34}  self{+1.43} -report{+0.01}  measures{-0.34}  for{+0.19}  cervical{+1.15} ⟦ rad{+3.92}⟧ icul{+2.54} opathy{-0.08} Sp{+2.42} ine{+2.27}  {+1.51} 200{+1.49} 3{+0.80} ;{+0.77} 28{+1.07} :{+1.99} 52{+0.76} –{+1.57}
L11/SV03,positive,18,3.920336994640469,47.3597412109375,fineweb_discovery_0227,3,2,arr,", Gal⟦arr⟧aga defended Joyce and accepted his apology.\n3. Shawn Crawford, 2008 Beijing Olympics\nFinished fourth, but was",",{+1.54}  Gal{+3.13} ⟦arr{+3.92}⟧ aga{+1.55}  defended{+0.51}  Joyce{+1.98}  and{+0.74}  accepted{+0.72}  his{+1.75}  apology{-0.31} .\n{+1.50} 3{+2.06} .{+1.29}  Shawn{+1.59}  Crawford{+1.27}"
L11/SV03,positive,19,3.9129929104117824,47.207096099853516,fineweb_discovery_0346,197,196,am," concentration (time>EC50) is the pharmacodynamic (PD) index predicting the inhibition of viral replication by intravenous zan⟦am⟧ivir. However, for other neuraminidase inhibitors, the ratio of the area under the concentration-time curve to the","PD{+2.45} ){-0.04}  index{+0.45}  predicting{-1.82}  the{+0.80}  inhibition{-1.02}  of{-0.86}  viral{+1.38}  replication{-0.06}  by{-0.57}  intravenous{+0.45}  zan{+2.67} ⟦am{+3.91}⟧ ivir{+1.33} .{-0.00}  However{-0.66} ,{-0.69}  for{-0.39}  other{-0.45}  neur{+2.75} amin{+2.58} id{+2.90} ase{+1.20}  inhibitors{-0.53} ,{-0.67}"
L11/SV03,positive,20,3.91184417560765,47.18321990966797,fineweb_discovery_0128,85,84, Lib," of all was a sense of shared hope. He was an optimist, about Libya and about the potential for friendship between⟦ Lib⟧yans and Americans. He saw the promise of a free Libya, of a better future for Libyans and their children and"," optim{+0.65} ist{-0.52} ,{-1.41}  about{-0.96}  Libya{+1.81}  and{-1.21}  about{-1.31}  the{+1.07}  potential{-1.50}  for{-0.67}  friendship{+0.14}  between{-0.83} ⟦ Lib{+3.91}⟧ yans{+0.88}  and{-0.12}  Americans{+0.50} .{+0.07}  He{-0.13}  saw{-0.47}  the{+0.46}  promise{-0.00}  of{-0.94}  a{+0.80}  free{+0.11}  Libya{+0.65}"
L11/SV03,positive,21,3.904732077445815,47.035396575927734,fineweb_discovery_0242,10,9,oc,", Jake Levesque, & Simon Lar⟦oc⟧hette and recorded at The Sugar Shack Recording Studio with funding from the Ontario Arts Council, the Westminster College Foundation, and the",",{+1.54}  Jake{+1.28}  Le{+3.32} ves{+3.17} que{+0.78} ,{+0.77}  &{+1.61}  Simon{+1.12}  Lar{+3.67} ⟦oc{+3.90}⟧ hette{+0.33}  and{+0.28}  recorded{+0.66}  at{+2.35}  The{+2.41}  Sugar{+3.30}  Shack{+2.00}  Recording{+0.37}  Studio{+0.84}  with{+1.46}  funding{+0.74}  from{+1.55}"
L11/SV03,positive,22,3.897827371891213,46.891883850097656,fineweb_discovery_0323,1,0,BP,"⟦BP⟧) oil spill was another example of an event that drove the shares of a stock substantially lower, but longer term, this",⟦BP{+3.90}⟧ ){+0.54}  oil{+1.36}  spill{+1.68}  was{-0.07}  another{-0.75}  example{-0.73}  of{-0.21}  an{+0.97}  event{+0.37}  that{-0.43}  drove{+0.47}  the{+0.69}
L11/SV03,positive,23,3.8758186114650877,46.4344367980957,fineweb_discovery_0095,7,6,.l, Registrars (http://www⟦.l⟧ondon-registrars.co.uk/). This corporate and legal support firm is highly experienced in helping with new company incorporation in, Registr{+1.32} ars{+1.22}  ({+0.39} http{+2.95} ://{+1.03} www{+2.12} ⟦.l{+3.88}⟧ ondon{+2.66} -{+3.18} registr{+2.68} ars{+0.96} .co{+1.40} .uk{+0.91} /{+2.07} ).{+0.84}  This{+0.79}  corporate{+1.03}  and{-0.07}  legal{+0.45}
L11/SV03,positive,24,3.8611807311266366,46.130191802978516,fineweb_discovery_0071,11,10,ob," suggested we don't often see enough bite marks on tril⟦ob⟧ites. Hmm. Battle-scars, eh? So far I have not put any on this little critter. This"," suggested{-0.05}  we{+0.38}  don't{+0.68}  often{-1.29}  see{-0.06}  enough{-0.52}  bite{+1.53}  marks{+1.31}  on{+0.80}  tril{+3.09} ⟦ob{+3.86}⟧ ites{+1.37} .{-0.30}  Hmm{+0.59} .{+0.33}  Battle{+0.69} -sc{+1.82} ars{+0.96} ,{-0.37}  eh{+0.97} ?{-0.33}  So{-0.03}  far{-0.44}"
L11/SV03,positive,25,3.838975957156684,45.668670654296875,fineweb_discovery_0206,2,1,w," (⟦w⟧ix) not working for everyone right now? Get current Wix.com (wix) outages, status, timeouts and", ({+1.77} ⟦w{+3.84}⟧ ix{+2.20} ){+0.13}  not{+0.96}  working{-0.92}  for{+0.80}  everyone{-0.91}  right{+0.53}  now{-1.05} ?{-0.48}  Get{-0.25}  current{-0.75}  Wix{+0.83}
L11/SV03,positive,26,3.820941976991478,45.29383850097656,fineweb_discovery_0017,247,246, tri, and I could shed my long sleeves and was happy I could finally feel my feet.\nThis was by far the most difficult⟦ tri⟧athlon of my life but am happy to say, finally{-1.71}  feel{-0.75}  my{+1.98}  feet{+0.29} .\n{+1.20} This{+0.72}  was{-0.75}  by{-0.08}  far{-1.68}  the{+0.32}  most{-0.20}  difficult{-0.97} ⟦ tri{+3.82}⟧ athlon{+0.90}  of{-0.59}  my{+0.25}  life{-0.76}  but{-1.11}  am{-0.23}  happy{-1.86}  to{+1.07}  say{-1.75}
L11/SV03,positive,27,3.8183743463939686,45.24047088623047,fineweb_discovery_0364,197,196,OD," Combat Corruption, Money Laundering and to Foster Asset Recovery in Egypt"", signed between the Government of Egypt and UN⟦OD⟧C in 2011. In addition to fostering measures on asset recovery, the project aims to provide anti-corruption authorities"," Recovery{-0.19}  in{-0.47}  Egypt{+0.76} "",{-0.83}  signed{-0.80}  between{-1.26}  the{+0.65}  Government{+0.04}  of{+1.00}  Egypt{+0.08}  and{-0.81}  UN{+2.15} ⟦OD{+3.82}⟧ C{+1.97}  in{-0.30}  {+1.94} 201{+2.10} 1{+0.05} .{+0.21}  In{+0.25}  addition{-1.07}  to{-0.99}  fostering{-1.91}  measures{-0.99}  on{-0.72}"
L11/SV03,positive,28,3.80672585613216,44.99835968017578,fineweb_discovery_0036,124,123, rab," “I saw a coyote in the middle of the day so there must be something wrong with it. Maybe it has⟦ rab⟧ies.”\nContrary to popular belief, coyotes are diurnal, so seeing them during the day does not mean they"," so{-0.51}  there{+0.37}  must{-0.28}  be{+0.55}  something{-0.80}  wrong{-0.16}  with{+0.80}  it{+0.40} .{-0.26}  Maybe{-0.92}  it{+2.04}  has{+0.12} ⟦ rab{+3.81}⟧ ies{+1.13} .”\n{+0.86} Contr{+1.15} ary{-1.02}  to{-0.52}  popular{-0.22}  belief{-1.05} ,{-1.06}  coy{+3.71} otes{+1.68}  are{-0.74}  di{+1.92}"
L11/SV03,positive,29,3.783258556724019,44.510597229003906,fineweb_discovery_0292,170,169, Sl," foundation, but it is clear that the goal is to raise awareness about the atrocity that is the real “Modern Day⟦ Sl⟧avery.”\nPeterson’s poorly chosen words made big headlines earlier this year, especially since he is not one known to say", awareness{-1.33}  about{-0.65}  the{+1.42}  atro{+1.74} city{-1.34}  that{-0.74}  is{+0.68}  the{-1.10}  real{-0.17}  “{+1.25} Modern{+0.89}  Day{+0.49} ⟦ Sl{+3.78}⟧ avery{+0.11} .”\n{+0.77} Pet{+1.32} erson{+0.69} ’s{-0.32}  poorly{-1.11}  chosen{-1.88}  words{+0.17}  made{-0.15}  big{-0.18}  headlines{-0.53}  earlier{-1.72}
L11/SV03,positive,30,3.778333624668725,44.408233642578125,fineweb_discovery_0258,6,5, mm," and antenna arrays operating at⟦ mm⟧Wave frequencies. Using virtual prototypes, we will simulate wideband transmitters and receivers including co-existence and interference scenarios,"," and{+1.23}  antenna{+2.42}  arrays{+1.00}  operating{-0.06}  at{+1.35} ⟦ mm{+3.78}⟧ Wave{+2.85}  frequencies{+0.62} .{+1.66}  Using{+0.15}  virtual{+1.92}  prototypes{+0.73} ,{+0.85}  we{+1.44}  will{+0.37}  simulate{-0.26}  wide{+1.98} band{+2.01}"
L11/SV03,negative,1,-3.532949536084481,-107.55511474609375,fineweb_discovery_0315,24,23, providing," American Plumbing, Your Plumbers in New Port Richey & Surrounding Areas!\nAll American Plumbing Services has been⟦ providing⟧ dependable professional plumbing services to homeowners and business owners in the Tampa Bay area for over 10 years. With 24/",y{+0.16}  &{+0.66}  Surround{+2.16} ing{-0.64}  Areas{-0.64} !\n{-0.31} All{+0.54}  American{-0.42}  Plumbing{-0.55}  Services{-0.39}  has{-1.00}  been{-2.21} ⟦ providing{-3.53}⟧  dependable{-1.46}  professional{-1.55}  plumbing{+0.54}  services{-1.38}  to{-1.83}  homeowners{-0.38}  and{-0.25}  business{+0.50}  owners{-0.93}  in{-0.53}  the{+0.83}  Tampa{+1.34}
L11/SV03,negative,2,-3.390539823429186,-104.59516143798828,fineweb_discovery_0103,133,132, being," KLE Family.\nThe event formally commenced with a 3 days, 7-a-side Flood Light Football tournament which is⟦ being⟧ played at the Lingraj College grounds, Belagavi. The tournament commenced with a ceremonial kick off by renowned sports exponent"," days{-0.31} ,{-1.17}  {+1.32} 7{+0.56} -a{+0.86} -side{+0.23}  Flood{+1.23}  Light{-0.34}  Football{-0.11}  tournament{-0.87}  which{-1.33}  is{-0.48} ⟦ being{-3.39}⟧  played{-2.09}  at{-0.74}  the{+0.55}  Ling{+1.48} raj{+1.15}  College{+0.16}  grounds{+0.42} ,{-1.04}  Bel{+1.52} ag{+1.94} avi{+0.52} .{-0.34}"
L11/SV03,negative,3,-3.201857700034507,-100.67344665527344,fineweb_discovery_0189,212,211, be," and other school fees, academic and extracurricular expenses, the purchase of textbooks, the lack of stipend and transportation fare ceased to⟦ be⟧ constant worries in the pursuit of a college degree. Each grantee is entitled to P30,000 per semester, and"," of{-1.63}  textbooks{+0.43} ,{-1.30}  the{+0.30}  lack{-0.85}  of{+0.17}  stipend{-0.27}  and{-1.57}  transportation{-0.33}  fare{-0.02}  ceased{-0.57}  to{-0.90} ⟦ be{-3.20}⟧  constant{-1.67}  worries{-1.94}  in{-0.95}  the{+0.78}  pursuit{-2.12}  of{-0.53}  a{+0.16}  college{-0.06}  degree{-0.80} .{-0.69}  Each{-1.44}  gr{+2.08}"
L11/SV03,negative,4,-3.1609796994825423,-99.82380676269531,fineweb_discovery_0194,46,45, exercising, always cross the greater mile and include the bench press for your weightlifting workout routines.\nMilitary press is a weightlifting training⟦ exercising⟧ that is best while finished status. It does movement on your shoulder muscle tissue and your rotator cuff. As you can, weight{+0.76} lifting{-0.80}  workout{-0.52}  routines{-1.36} .\n{+0.47} Military{+0.22}  press{+0.49}  is{-0.64}  a{-0.90}  weight{+0.75} lifting{-0.74}  training{-1.16} ⟦ exercising{-3.16}⟧  that{-1.53}  is{+0.42}  best{-1.40}  while{-2.71}  finished{-1.89}  status{-0.44} .{-0.99}  It{+0.59}  does{+0.07}  movement{-1.24}  on{-1.15}  your{+0.08}
L11/SV03,negative,5,-3.1235447832772008,-99.04573059082031,fineweb_discovery_0212,92,91, considered," treatment possibilities for Gynecomastia - Surgery & Herbal Pills.\nSurgical operation or gynecomastia excision is⟦ considered⟧ to be one of the most reliable, most guaranteed way of dealing with gynecomastia/ Male Breast Reduction.\nBut",".\n{+0.48} S{+0.78} urgical{+0.00}  operation{-1.67}  or{-1.40}  gy{+2.06} ne{+1.82} com{+2.03} astia{+1.40}  exc{+1.18} ision{-1.31}  is{-1.75} ⟦ considered{-3.12}⟧  to{+0.77}  be{-3.01}  one{+0.08}  of{-2.32}  the{+1.21}  most{-1.19}  reliable{-2.40} ,{-1.66}  most{-1.59}  guaranteed{-2.50}  way{-2.10}  of{-1.49}"
L11/SV03,negative,6,-3.0756701269969837,-98.05066680908203,fineweb_discovery_0101,47,46, providing,ization Services. Our Open source CMS serves as an easy and powerful way to implementRead More..\nSprintline is specialized in⟦ providing⟧ custom ecommerce web design services and building special applications that are specificRead More..\nEnterprise-wide solutions transforming highly complex business requirements into, powerful{-1.31}  way{-1.71}  to{-0.67}  implement{-1.47} Read{+1.20}  More{+0.61} ..\n{+1.33} Sprint{+0.97} line{-0.32}  is{-0.80}  specialized{-1.92}  in{-1.52} ⟦ providing{-3.08}⟧  custom{-0.12}  ecommerce{-0.16}  web{+1.18}  design{-0.09}  services{-0.57}  and{-0.69}  building{-1.45}  special{-0.57}  applications{-1.37}  that{-1.08}  are{+0.29}  specific{-1.75}
L11/SV03,negative,7,-3.0685750974302572,-97.9031982421875,fineweb_discovery_0131,133,132, essentially," in interviews with people who knew or taught Esperanza as she was growing and developing as an artist. And that refrain was⟦ essentially⟧, ""Finally, a Best New Artist winner worthy of the title"". I should hasten to add that no one I"," was{-1.62}  growing{-1.32}  and{-1.42}  developing{-2.03}  as{-1.42}  an{+1.01}  artist{-0.13} .{-0.74}  And{-1.03}  that{-0.44}  refrain{-1.27}  was{-1.52} ⟦ essentially{-3.07}⟧ ,{-0.53}  ""{-0.29} Finally{-0.52} ,{-1.34}  a{-1.05}  Best{+0.65}  New{+0.63}  Artist{+0.72}  winner{-0.76}  worthy{-0.85}  of{-1.25}  the{+0.88}"
L11/SV03,negative,8,-3.0678534445704,-97.88819885253906,fineweb_discovery_0243,239,238, being," decamping off to Belgium a couple years ago. Actually, the strangest part of this trip has been the feeling of⟦ being⟧ in a foreign country, even though it’s a country that I’ve spent almost half"," the{+0.85}  strang{+2.01} est{-0.63}  part{-0.52}  of{-0.18}  this{+0.35}  trip{-0.05}  has{+0.88}  been{-2.41}  the{-0.32}  feeling{-2.03}  of{-0.89} ⟦ being{-3.07}⟧  in{-1.18}  a{+0.58}  foreign{-0.35}  country{-1.20} ,{-1.41}  even{-1.45}  though{-1.93}  it{+1.06} ’s{+0.54}  a{+0.91}  country{-1.05}  that{-1.69}"
L11/SV03,negative,9,-3.036761071480764,-97.24195098876953,fineweb_discovery_0286,153,152, following,".\nUnder each application on the Homepage, there will be a list of requirements for completion. Each requirement will have one of⟦ following⟧ as a status:\nFor Supplemental Forms:\nNot Started -A request has been made to send instructions to complete a required form", list{-0.78}  of{-1.21}  requirements{-0.99}  for{-0.86}  completion{-1.40} .{-0.34}  Each{-1.36}  requirement{-1.25}  will{-0.12}  have{-1.20}  one{+0.33}  of{-0.63} ⟦ following{-3.04}⟧  as{-1.18}  a{+0.44}  status{-0.30} :\n{+0.75} For{+0.34}  Supplemental{+0.28}  Forms{+0.86} :\n{+0.30} Not{+0.91}  Started{+0.18}  -{-1.77} A{-0.85}
L11/SV03,negative,10,-2.937149117493942,-95.17153930664062,fineweb_discovery_0295,74,73, being," passengers, who Ms. Seagle said are in the process of forming an LLC. The two journalists, who are technically⟦ being⟧ hired by the passengers, will be paid for their services out of that advance. Whatever remains will be split evenly among the"," of{-0.93}  forming{-0.54}  an{+0.89}  LLC{+0.75} .{+0.44}  The{+0.04}  two{+0.64}  journalists{+0.34} ,{+0.01}  who{-0.57}  are{+0.29}  technically{-1.18} ⟦ being{-2.94}⟧  hired{-1.64}  by{-1.09}  the{+1.15}  passengers{+0.07} ,{-0.85}  will{+0.21}  be{+0.41}  paid{-0.39}  for{-0.52}  their{+0.57}  services{-0.08}  out{+0.99}"
L11/SV03,negative,11,-2.9314441689955166,-95.05296325683594,fineweb_discovery_0240,246,245, easily," and the silly/weak/vain mother (Kaplan 128). Ray and Lila, as mothers, can very⟦ easily⟧ be seen as “bad mothers” in the eyes","128{+0.23} ).{-0.18}  Ray{+1.42}  and{-0.25}  L{+2.62} ila{+0.64} ,{-0.93}  as{-0.91}  mothers{+0.79} ,{-1.38}  can{-1.34}  very{+0.29} ⟦ easily{-2.93}⟧  be{+0.07}  seen{-2.25}  as{-0.49}  “{+1.01} bad{+0.73}  mothers{-0.36} ”{-1.19}  in{-0.98}  the{+0.25}  eyes{-1.17}"
L11/SV03,negative,12,-2.9116416621371295,-94.64137268066406,fineweb_discovery_0333,252,251, publishing,", to fill his centre forward need rather than Llorente.\nAll Odds and Markets are correct as of the date of⟦ publishing⟧.\nFancy a flutter",.\n{+0.22} All{-0.29}  Odds{+0.41}  and{-0.58}  Markets{+0.91}  are{-0.86}  correct{-1.09}  as{-0.62}  of{-1.17}  the{+0.20}  date{-0.61}  of{+0.18} ⟦ publishing{-2.91}⟧ .\n{+0.29} Fancy{+0.20}  a{-1.51}  flutter{+1.10}
L11/SV03,negative,13,-2.9087800112238797,-94.58189392089844,fineweb_discovery_0352,12,11, creating," for the basis of our morals, principals and inspiration for⟦ creating⟧ NEWSL.ORG. It is hard to deny that America is succeeding in her attempts to drive God out of America."," for{+1.13}  the{+0.23}  basis{+0.15}  of{-1.21}  our{-0.35}  morals{-0.49} ,{-1.52}  principals{-1.34}  and{-2.38}  inspiration{-2.32}  for{-1.95} ⟦ creating{-2.91}⟧  NEWS{+0.89} L{+1.59} .{-0.18} ORG{+0.24} .{-0.40}  It{-0.26}  is{+0.49}  hard{-0.48}  to{-0.67}  deny{-1.53}  that{-2.18}  America{-0.20}"
L11/SV03,negative,14,-2.903052304598643,-94.46284484863281,fineweb_discovery_0153,213,212,able," 6 crores in the last few years, has raised its stature among banks and financial companies. More significant and commend⟦able⟧ is the prestige it enjoys for quality work and promptness in execution.\nAtria Towers in Bangalore, casting and launching of", its{+0.25}  stature{-0.88}  among{-0.82}  banks{+0.27}  and{-1.08}  financial{-0.39}  companies{-1.10} .{-0.48}  More{-0.37}  significant{-2.20}  and{-1.59}  commend{-0.20} ⟦able{-2.90}⟧  is{-1.45}  the{-0.27}  prestige{-0.80}  it{+0.18}  enjoys{-2.22}  for{-1.25}  quality{-0.42}  work{-0.46}  and{-1.28}  prompt{-0.10} ness{-0.63}  in{-0.54}
L11/SV03,negative,15,-2.881934231183934,-94.02391052246094,fineweb_discovery_0236,104,103, being,". Pieces seemed to be made well, and everything went together easily. One headboard piece was damaged in shipping but is⟦ being⟧ rectified by the manufacturer. They advertise the tent part, which I was pretty excited about for my 4 year old"," easily{-0.91} .{-0.11}  One{-0.28}  head{+1.02} board{+0.56}  piece{-0.42}  was{-0.97}  damaged{-0.07}  in{-0.40}  shipping{-0.02}  but{-0.81}  is{+0.33} ⟦ being{-2.88}⟧  rect{+2.29} ified{-2.12}  by{-0.27}  the{+0.40}  manufacturer{-0.72} .{+0.17}  They{-0.20}  advertise{-1.36}  the{-0.09}  tent{+1.22}  part{+0.33} ,{-0.64}"
